TT,Mã HP,Số TC,Lớp học phần,Khóa học,Khóa tổ chức,Số SV dự kiến,Số SV đã ĐK,Hình thức học,Tuần học,Ngày BĐ,Ngày KT,Số tiết /tuần,Thứ,Tiết BĐ,Số tiết,Phòng học,Cơ sở đào tạo,Giáo Viên,Khoa/Viện
258,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,25 -> 29,02/20/2025,03/20/2025,10,5,1,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
259,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,25 -> 29,02/20/2025,03/20/2025,10,5,6,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
260,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,25 -> 28,02/21/2025,03/14/2025,10,6,1,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
261,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,25 -> 28,02/21/2025,03/14/2025,10,6,6,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
262,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,31 -> 34,04/03/2025,04/24/2025,6,5,1,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
263,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,31 -> 34,04/03/2025,04/24/2025,6,5,6,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
264,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,6,6,1,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
265,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,6,6,6,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
266,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,6,5,1,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
267,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,6,5,6,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
268,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,35 -> 38,05/02/2025,05/23/2025,6,6,1,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
269,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,35 -> 38,05/02/2025,05/23/2025,6,6,6,5,P_THCNC,Cơ sở 2,Lương Ngọc Minh,Kỹ thuật - Công nghệ
270,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,31 -> 34,04/03/2025,04/24/2025,6,5,1,5,P_THCNC5,Cơ sở 2,Phan Văn Nguyên,Kỹ thuật - Công nghệ
271,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,31 -> 34,04/03/2025,04/24/2025,6,5,6,5,P_THCNC5,Cơ sở 2,Phan Văn Nguyên,Kỹ thuật - Công nghệ
272,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,6,6,1,5,P_THCNC5,Cơ sở 2,Phan Văn Nguyên,Kỹ thuật - Công nghệ
273,AET30064,3,Thực hành CAD/CAM/CNC(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,6,6,6,5,P_THCNC5,Cơ sở 2,Phan Văn Nguyên,Kỹ thuật - Công nghệ
274,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,25 -> 29,02/20/2025,03/20/2025,6,5,1,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
275,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,25 -> 29,02/20/2025,03/20/2025,6,5,6,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
276,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,25 -> 28,02/21/2025,03/14/2025,6,6,1,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
277,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,25 -> 28,02/21/2025,03/14/2025,6,6,6,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
278,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,31 -> 34,04/03/2025,04/24/2025,6,5,1,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
279,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,31 -> 34,04/03/2025,04/24/2025,6,5,6,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
280,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,6,6,1,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
281,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,"29, 31 -> 34",03/21/2025,04/25/2025,6,6,6,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
282,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,6,5,1,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
283,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,6,5,6,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
284,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,35 -> 38,05/02/2025,05/23/2025,6,6,1,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
285,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,35 -> 38,05/02/2025,05/23/2025,6,6,6,5,TH_THAN_VO,Cơ sở 2,Bùi Hà Phan,Kỹ thuật - Công nghệ
286,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,6,5,1,5,TH_THAN_VO_02,Cơ sở 2,Phan Văn Nguyên,Kỹ thuật - Công nghệ
287,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,35 -> 39,05/01/2025,05/29/2025,6,5,6,5,TH_THAN_VO_02,Cơ sở 2,Phan Văn Nguyên,Kỹ thuật - Công nghệ
288,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,35 -> 38,05/02/2025,05/23/2025,6,6,1,5,TH_THAN_VO_02,Cơ sở 2,Phan Văn Nguyên,Kỹ thuật - Công nghệ
289,AET30065,3,Thực hành sửa chữa thân vỏ ô tô(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,35 -> 38,05/02/2025,05/23/2025,6,6,6,5,TH_THAN_VO_02,Cơ sở 2,Phan Văn Nguyên,Kỹ thuật - Công nghệ
290,AET30066,3,Chế tạo và sửa chữa thân vỏ ô tô(224.1)_LT_01_(TC),K62,K62,70,0,LT,23 -> 28,02/03/2025,03/10/2025,3,2,1,5,C_302_cs2,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
291,AET30066,3,Chế tạo và sửa chữa thân vỏ ô tô(224.1)_LT_01_(TC),K62,K62,70,0,LT,23 -> 27,02/04/2025,03/04/2025,3,3,6,5,C_401_cs2,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
292,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,23 -> 27,02/03/2025,03/03/2025,6,2,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
293,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,23 -> 27,02/03/2025,03/03/2025,6,2,11,3,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
294,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,23 -> 26,02/05/2025,02/26/2025,6,4,1,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
295,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,23 -> 26,02/05/2025,02/26/2025,6,4,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
296,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_01_(TC),K62,K62,15,0,TH/TN,23 -> 26,02/05/2025,02/26/2025,6,4,11,3,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
297,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,"28, 29, 31, 32",03/10/2025,04/07/2025,6,2,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
298,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,"28, 29, 31, 32",03/10/2025,04/07/2025,6,2,11,3,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
299,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,"27 -> 29, 31, 32",03/05/2025,04/09/2025,6,4,1,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
300,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,"27 -> 29, 31, 32",03/05/2025,04/09/2025,6,4,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
301,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_02_(TC),K62,K62,15,0,TH/TN,"27 -> 29, 31, 32",03/05/2025,04/09/2025,6,4,11,2,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
302,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,33 -> 36,04/14/2025,05/05/2025,6,2,1,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
303,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,33 -> 36,04/14/2025,05/05/2025,6,2,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
304,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,33 -> 36,04/14/2025,05/05/2025,6,2,11,3,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
305,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,33 -> 35,04/16/2025,04/30/2025,6,4,1,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
306,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,33 -> 35,04/16/2025,04/30/2025,6,4,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
307,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_03_(TC),K62,K62,15,0,TH/TN,33 -> 35,04/16/2025,04/30/2025,6,4,11,3,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
308,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,37 -> 39,05/12/2025,05/26/2025,6,2,1,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
309,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,37 -> 39,05/12/2025,05/26/2025,6,2,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
310,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,37 -> 39,05/12/2025,05/26/2025,6,2,11,3,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
311,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,36 -> 39,05/07/2025,05/28/2025,6,4,1,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
312,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,36 -> 39,05/07/2025,05/28/2025,6,4,6,5,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
313,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_04_(TC),K62,K62,15,0,TH/TN,36 -> 39,05/07/2025,05/28/2025,6,4,11,3,P. TH Ch?n doán,Cơ sở 2,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
314,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_05_(TC),K62,K62,15,0,TH/TN,23 -> 29,02/03/2025,03/17/2025,6,2,6,5,P_TH_CNKT Ô tô,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
315,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_05_(TC),K62,K62,15,0,TH/TN,23 -> 29,02/03/2025,03/17/2025,6,2,11,3,P_TH_CNKT Ô tô,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
316,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_06_(TC),K62,K62,15,0,TH/TN,31 -> 38,03/31/2025,05/19/2025,6,2,6,5,P_TH_CNKT Ô tô,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
317,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_06_(TC),K62,K62,15,0,TH/TN,31 -> 38,03/31/2025,05/19/2025,6,2,11,3,P_TH_CNKT Ô tô,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
318,AET30068,3,Thực hành Gầm - Máy nâng cao(224.1)_TH_06_(TC),K62,K62,15,0,TH/TN,33 -> 38,04/14/2025,05/19/2025,6,2,1,5,P_TH_CNKT Ô tô,Cơ sở 2,Đặng Đình Thành,Kỹ thuật - Công nghệ
319,AET30070,3,Các hệ thống điều khiển tự động trên ô tô(224.1)_LT_01_(TC),K62,K62,70,0,LT,"23 -> 29, 31, 32",02/03/2025,04/07/2025,3,2,1,5,A5_301_CS2,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
320,AET30070,3,Các hệ thống điều khiển tự động trên ô tô(224.1)_LT_02_(TC),K62,K62,70,0,LT,"23 -> 29, 31, 32",02/08/2025,04/12/2025,3,7,1,5,C_103_cs2,Cơ sở 2,Nguyễn Phúc Ngọc,Kỹ thuật - Công nghệ
321,AET31002,4,Nguyên lý động cơ đốt trong(224.1)_DAMH_01,K64,K64,50,0,DAMH,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,4,3,3,3,A2 302,Cơ sở 1,Nguyễn Bá Uy,Kỹ thuật - Công nghệ
322,AET31002,4,Nguyên lý động cơ đốt trong(224.1)_DAMH_02,K64,K64,50,0,DAMH,"23 -> 29, 31 -> 38",02/09/2025,05/25/2025,4,8,3,3,B1 302,Cơ sở 1,Phan Quốc Cường,Kỹ thuật - Công nghệ
323,AET31007,3,Lý thuyết ô tô(224.1)_LT_01,K64,K64,50,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,3,3,D3.104,Cơ sở 1,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
324,AET31007,3,Lý thuyết ô tô(224.1)_LT_02,K64,K64,50,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,6,3,B3_101,Cơ sở 1,Trịnh Ngọc Hoàng,Kỹ thuật - Công nghệ
402,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_01_(CNKT_ô tô),K65,K65,50,0,DAMH,23 -> 25,02/03/2025,02/17/2025,2,2,1,5,PHLT_KTCN101,Cơ sở 1,Lương Ngọc Minh,Kỹ thuật - Công nghệ
403,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_01_(CNKT_ô tô)_TH_01,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 34",02/24/2025,04/21/2025,5,2,2,4,TTKT. 504,Cơ sở 1,Lương Ngọc Minh,Kỹ thuật - Công nghệ
404,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_01_(CNKT_ô tô)_TH_01,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 33",02/24/2025,04/14/2025,5,2,6,4,TTKT. 504,Cơ sở 1,Lương Ngọc Minh,Kỹ thuật - Công nghệ
405,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_01_(CNKT_ô tô)_TH_02,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 34",03/02/2025,04/27/2025,5,8,2,4,TTKT. 504,Cơ sở 1,Lương Ngọc Minh,Kỹ thuật - Công nghệ
406,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_01_(CNKT_ô tô)_TH_02,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 33",03/02/2025,04/20/2025,5,8,6,4,TTKT. 504,Cơ sở 1,Lương Ngọc Minh,Kỹ thuật - Công nghệ
407,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_02_(CNKT_ô tô),K65,K65,50,0,DAMH,23 -> 25,02/03/2025,02/17/2025,2,2,1,5,B1 201,Cơ sở 1,Bùi Hà Phan,Kỹ thuật - Công nghệ
408,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_02_(CNKT_ô tô)_TH_03,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 34",02/24/2025,04/21/2025,5,2,2,4,TTKT. 502,Cơ sở 1,Bùi Hà Phan,Kỹ thuật - Công nghệ
409,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_02_(CNKT_ô tô)_TH_03,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 33",02/24/2025,04/14/2025,5,2,6,4,TTKT. 502,Cơ sở 1,Bùi Hà Phan,Kỹ thuật - Công nghệ
410,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_02_(CNKT_ô tô)_TH_04,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 34",02/25/2025,04/22/2025,5,3,2,4,TTKT. 502,Cơ sở 1,Bùi Hà Phan,Kỹ thuật - Công nghệ
411,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_02_(CNKT_ô tô)_TH_04,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 33",02/25/2025,04/15/2025,5,3,6,4,TTKT. 502,Cơ sở 1,Bùi Hà Phan,Kỹ thuật - Công nghệ
412,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_03_(CNKT_ô tô),K65,K65,50,0,DAMH,23 -> 25,02/03/2025,02/17/2025,2,2,1,5,A3 403,Cơ sở 1,Phan Văn Nguyên,Kỹ thuật - Công nghệ
413,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_03_(CNKT_ô tô)_TH_05,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 34",02/24/2025,04/21/2025,5,2,2,4,TTKT. 604,Cơ sở 1,Phan Văn Nguyên,Kỹ thuật - Công nghệ
414,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_03_(CNKT_ô tô)_TH_05,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 33",02/24/2025,04/14/2025,5,2,6,4,TTKT. 604,Cơ sở 1,Phan Văn Nguyên,Kỹ thuật - Công nghệ
415,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_03_(CNKT_ô tô)_TH_06,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 34",02/25/2025,04/22/2025,5,3,2,4,TTKT. 604,Cơ sở 1,Phan Văn Nguyên,Kỹ thuật - Công nghệ
416,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_03_(CNKT_ô tô)_TH_06,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 33",02/25/2025,04/15/2025,5,3,6,4,TTKT. 604,Cơ sở 1,Phan Văn Nguyên,Kỹ thuật - Công nghệ
417,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_04_(CNKT_ô tô),K65,K65,50,0,DAMH,23 -> 25,02/03/2025,02/17/2025,2,2,1,5,B3_304,Cơ sở 1,Doãn Thị Thùy Hương,Kỹ thuật - Công nghệ
418,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_04_(CNKT_ô tô)_TH_07,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 34",02/24/2025,04/21/2025,5,2,2,4,TTKT. 601,Cơ sở 1,Doãn Thị Thùy Hương,Kỹ thuật - Công nghệ
419,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_04_(CNKT_ô tô)_TH_07,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 33",02/24/2025,04/14/2025,5,2,6,4,TTKT. 601,Cơ sở 1,Doãn Thị Thùy Hương,Kỹ thuật - Công nghệ
420,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_04_(CNKT_ô tô)_TH_08,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 34",03/02/2025,04/27/2025,5,8,2,4,TTKT. 601,Cơ sở 1,Doãn Thị Thùy Hương,Kỹ thuật - Công nghệ
421,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_04_(CNKT_ô tô)_TH_08,K65,K65,20,0,TH/TN,"26 -> 29, 31 -> 33",03/02/2025,04/20/2025,5,8,6,4,TTKT. 601,Cơ sở 1,Doãn Thị Thùy Hương,Kỹ thuật - Công nghệ
422,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_05_(KTĐK TĐH),K65,K65,60,0,DAMH,"23 -> 29, 31 -> 33",02/04/2025,04/15/2025,3,3,1,3,A3 403,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
423,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_05_(KTĐK TĐH),K65,K65,60,0,DAMH,"23 -> 29, 31 -> 33",02/08/2025,04/19/2025,3,7,11,1,P_DA_2,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
424,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_05_(KTĐK TĐH)_TH_09,K65,K65,20,0,TH/TN,"23 -> 29, 31 -> 34, 39",02/04/2025,05/27/2025,5,3,6,5,TTKT. 504,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
425,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_05_(KTĐK TĐH)_TH_10,K65,K65,20,0,TH/TN,"23 -> 29, 31 -> 34, 39",02/05/2025,05/28/2025,5,4,6,5,TTKT. 504,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
426,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_05_(KTĐK TĐH)_TH_11,K65,K65,20,0,TH/TN,"23 -> 29, 31 -> 34, 39",02/06/2025,05/29/2025,5,5,1,5,TTKT. 504,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
427,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_06_(KTĐK TĐH),K65,K65,60,0,DAMH,"23 -> 29, 31 -> 33",02/04/2025,04/15/2025,3,3,4,2,A3 403,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
428,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_06_(KTĐK TĐH),K65,K65,60,0,DAMH,"23 -> 29, 31 -> 33",02/08/2025,04/19/2025,3,7,12,2,P_DA_2,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
429,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_06_(KTĐK TĐH)_TH_12,K65,K65,20,0,TH/TN,"23 -> 29, 31 -> 34, 39",02/06/2025,05/29/2025,5,5,6,5,TTKT. 504,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
430,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_06_(KTĐK TĐH)_TH_13,K65,K65,20,0,TH/TN,"23 -> 29, 31 -> 34, 39",02/07/2025,05/30/2025,5,6,1,5,TTKT. 504,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
431,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_06_(KTĐK TĐH)_TH_14,K65,K65,20,0,TH/TN,"23 -> 29, 31 -> 34, 39",02/07/2025,05/30/2025,5,6,6,5,TTKT. 504,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
432,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_07_(KTĐK TĐH),K65,K65,60,0,DAMH,"23 -> 29, 31 -> 33",02/05/2025,04/16/2025,3,4,1,3,A3 404,Cơ sở 1,Lê Văn Chương,Kỹ thuật - Công nghệ
433,AUT20001,4,CAD trong kỹ thuật(224.1)_DAMH_07_(KTĐK TĐH)_TH_15,K65,K65,20,0,TH/TN,"23 -> 29, 31 -> 34, 39",02/07/2025,05/30/2025,5,6,1,5,TTKT. 502,Cơ sở 1,Phan Văn Tiến,Kỹ thuật - Công nghệ
